date,Central Atlantic,New England,New York State,New York City
2022-02-07,3.7000231777413988,3.5952066571254955,3.6895415256798088,3.6266516133102664
2022-02-14,3.7943580462957125,3.647614917433447,3.815321350418893,3.74194978598776
2022-02-21,3.846766306603664,3.7105048298029892,3.867729610726845,3.7838763942341216
2022-02-28,3.8886929148500253,3.7733947421725316,3.9306195230963867,3.8572479586652544
2022-03-07,4.398139162819975,4.336047786403693,4.44988197650021,4.4084877255560215
2022-03-14,4.501624790180444,4.44988197650021,4.511973352916493,4.470579101972304
2022-03-21,4.367093474611834,4.3774420373478815,4.429184851028117,4.367093474611834
2022-03-28,4.356744911875787,4.336047786403693,4.387790600083928,4.305002098195552
2022-04-04,4.256183455119062,4.194648272635412,4.266439318866336,4.1843924088881375
2022-04-11,4.1843924088881375,4.133113090151763,4.204904136382687,4.102345498909939
2022-04-18,4.163880681393588,4.092089635162664,4.163880681393588,4.0715779076681144
2022-04-25,4.225415863877237,4.163880681393588,4.225415863877237,4.143368953899039
2022-05-02,4.358550136947319,4.256476363248319,4.348342759577419,4.28709849535802
2022-05-09,4.56269768434532,4.45041653327642,4.552490306975421,4.552490306975421
2022-05-16,4.746430477003521,4.685186212784121,4.828089495962722,4.7770526091132215
2022-05-23,4.879126382812222,4.797467363853022,4.950578024401522,4.8995411375520215
2022-05-30,4.868919005442321,4.817882118592822,4.950578024401522,4.9097485149219215
2022-06-06,4.902100264996541,4.972561665109428,4.80144112197813,4.9121661792983815
2022-06-13,5.022891236618632,5.053088979524154,4.972561665109428,5.012825322316791
2022-06-20,4.982627579411268,5.00275940801495,4.9121661792983815,4.932298007902064
2022-06-27,4.902100264996541,4.922232093600222,4.861836607789177,4.861836607789177
2022-07-04,4.846692577131615,4.856789853333972,4.806303472322186,4.765914367512755
2022-07-11,4.725525262703325,4.745719815108041,4.685136157893894,4.644747053084465
2022-07-18,4.614455224477393,4.644747053084465,4.58416339587032,4.513482462453816
2022-07-25,4.493287910049102,4.523579738656175,4.483190633846744,4.402412424227885
2022-08-01,4.3930674157303375,4.473674157303371,4.3930674157303375,4.292308988764045
2022-08-08,4.302384831460674,4.352764044943821,4.292308988764045,4.181474719101124
2022-08-15,4.201626404494382,4.201626404494382,4.201626404494382,4.060564606741574
2022-08-22,4.110943820224719,4.110943820224719,4.1210196629213485,3.949730337078652
2022-08-29,4.020261235955056,3.9900337078651686,4.020261235955056,3.828820224719101
2022-09-05,3.8617275391869503,3.8416143749203515,3.8617275391869503,3.6706524786542625
2022-09-12,3.771218299987256,3.71087880718746,3.761161717853957,3.5901998215878677
2022-09-19,3.6807090607875623,3.6002564037211675,3.6605958965209635,3.4896340002548745
2022-09-26,3.6103129858544665,3.4896340002548745,3.56003007518797,3.3790115967885814
2022-10-03,3.554843003391254,3.4242979213458122,3.494591427062588,3.3238786274647034
2022-10-10,3.685388085436695,3.554843003391254,3.5749268621674757,3.494591427062588
2022-10-17,3.765723520541582,3.5749268621674757,3.62513650910803,3.5849687915555863
2022-10-24,3.7255558029891387,3.554843003391254,3.605052650331808,3.554843003391254
2022-10-31,3.8561008850345804,3.7556815911534716,3.7556815911534716,3.73559773237725
2022-11-07,3.928475339312644,3.8282591316771173,3.83828075244067,3.8583239939677756
2022-11-14,3.9084320977855387,3.8483023732042225,3.8182375109135647,3.7981942693864594
2022-11-21,3.8282591316771173,3.7981942693864594,3.7380645448051433,3.7079996825144854
2022-11-28,3.768129407095801,3.7079996825144854,3.667913199460275,3.627826716406064
2022-12-05,3.64,3.6,3.59,3.48
2022-12-12,3.5,3.46,3.44,3.33
2022-12-19,3.41,3.35,3.36,3.22
2022-12-26,3.33,3.29,3.28,3.16
2023-01-02,3.41,3.29,3.3,3.25
2023-01-09,3.42,3.27,3.32,3.23
2023-01-16,3.42,3.27,3.33,3.26
