date,"Fairfield, CT","Hartford, CT","Litchfield, CT","New Haven, CT","Bergen, NJ","Hudson, NJ","Monmouth, NJ","Morris, NJ","Suffolk, NY","Westchester, NY","NYC, NY"
2020-01-13,-0.626,-1.23,-1.7000000000000002,0.584,0.0208,1.59,2.22,-2.02,-0.468,-0.305,0.322
2020-01-14,-1.16,-0.97,0.34199999999999997,0.6890000000000001,0.443,2.59,2.87,-2.09,0.28600000000000003,1.8499999999999999,-0.27299999999999996
2020-01-15,-0.911,1.01,0.33999999999999997,3.29,5.07,3.16,2.41,-1.72,1.4000000000000001,3.2199999999999998,-0.27699999999999997
2020-01-16,0.33,-1.28,1.87,2.87,3.35,3.3000000000000003,0.8869999999999999,-0.844,2.07,1.8900000000000001,-0.20600000000000002
2020-01-17,0.882,-1.95,1.3599999999999999,1.13,1.9900000000000002,1.72,-2.13,-1.5,0.261,-0.586,-0.562
2020-01-18,0.125,-1.2,-0.65,1.23,2.73,0.807,-0.585,-0.539,0.5329999999999999,-1.9900000000000002,-0.549
2020-01-19,0.928,-1.5599999999999998,1.7399999999999998,1.21,2.55,2.17,0.13899999999999998,0.33899999999999997,1.17,-0.183,1.32
2020-01-20,0.964,-1.02,1.63,0.781,2.1,4.81,-0.00732,0.379,1.11,2.21,1.11
2020-01-21,1,4.95,1.52,0.349,4.109999999999999,5.36,4.21,7.7299999999999995,4.09,4.93,6.4399999999999995
2020-01-22,1.04,5.4399999999999995,1.41,-0.0838,2.73,6.88,2.92,0.461,2.52,3.4799999999999995,4.3
2020-01-23,4.73,5.609999999999999,3.73,2.75,2.37,5.800000000000001,2.68,2.06,1.3,3.56,2.4
2020-01-24,4.4799999999999995,4.91,4.05,4.21,2.5,4.53,4.760000000000001,2.91,3.2,4.53,1.9800000000000002
2020-01-25,2.77,2.78,4.54,-1.38,-0.212,2.8899999999999997,-0.739,2.81,1.6099999999999999,4.42,1.9900000000000002
2020-01-26,1.18,2.1999999999999997,0.971,-1.81,-0.637,-0.307,-0.886,0.624,0.7060000000000001,0.954,-0.132
2020-01-27,0.844,1.97,-3.94,-1.54,-0.755,-0.734,-1.01,-2,0.44999999999999996,0.759,-2.27
2020-01-28,0.509,-3.9600000000000004,0.563,-1.26,-7.17,-7.28,-5.59,-3.75,-2.83,-6.35,-3
2020-01-29,-4.9399999999999995,-6.1899999999999995,-9.49,-0.989,-6.67,-7.7,-4.95,-2.5,-3.9899999999999998,-7.630000000000001,-2.53
2020-01-30,-2.87,-6.23,-3.83,-4.77,-4.19,-8.3,-2.8000000000000003,1.1400000000000001,-1.95,-6.0600000000000005,-0.989
2020-01-31,-2.17,-4.88,0.20500000000000002,-4.21,-2.08,-5.46,-1.46,2.79,-0.5760000000000001,-3.5900000000000003,-0.198
2020-02-01,0.31,0.8170000000000001,0.5459999999999999,-0.164,0.009000000000000001,-2.91,-1.09,2.39,0.158,-0.878,-0.357
2020-02-02,-1.17,0.587,-0.45799999999999996,0.11100000000000002,-1.47,-3.3000000000000003,-1.78,1.52,-1.09,-0.415,-1.3
2020-02-03,0.2,1.47,0.145,0.662,-0.484,-2.31,-0.27599999999999997,1.35,0.28800000000000003,1.7000000000000002,0.179
2020-02-04,-0.8880000000000001,0.336,2.9899999999999998,1.25,-1.49,-1.59,0.33999999999999997,0.147,-0.744,1.77,-0.569
2020-02-05,-0.0728,1.82,6.279999999999999,0.747,-0.9299999999999999,-1.6199999999999999,1.6099999999999999,-0.319,0.334,0.00554,-1.35
2020-02-06,-0.46499999999999997,0.864,1.77,-1.58,-1.87,-2.23,0.774,-1.44,-1.43,-3.3099999999999996,-1.54
2020-02-07,0.024,1.55,-1.71,-0.878,-2.5700000000000003,-1.43,-0.505,0.0265,-2.6100000000000003,-4.9399999999999995,-1.94
2020-02-08,-0.534,0.083,-4.53,-1.58,-2.6,-1.24,2.1999999999999997,3,-1.69,-5.94,-2.12
2020-02-09,1.66,-0.459,-4.04,-0.173,-0.8789999999999999,-0.0664,3.05,5.319999999999999,-0.328,-5.47,-1.11
2020-02-10,-0.555,-1.28,-7.4399999999999995,-0.216,-2.0500000000000003,1.41,2.63,3.05,-2.48,-4.54,-0.9780000000000001
2020-02-11,-0.618,-3.2099999999999995,-6.74,-5.64,-2,0.109,0.264,1.43,-2.93,-10,-4.14
2020-02-12,2.39,-0.424,-8.959999999999999,-0.302,1.1900000000000002,0.372,1.13,4.37,-1.37,-2.67,-3.09
2020-02-13,2.29,1.23,-7.32,-0.398,0.5579999999999999,2.1,-0.799,2.75,-1.3599999999999999,-0.563,-2.18
2020-02-14,1.28,0.8959999999999999,-7.57,-0.377,-0.0536,1.4000000000000001,-1.53,1.6400000000000001,-1.8900000000000001,-0.0458,-1.41
2020-02-15,-0.0435,-0.712,-4.81,-0.128,-0.731,0.265,-2.6100000000000003,0.0589,-2.87,-0.0697,-0.432
2020-02-16,-1.04,0.996,-3.5000000000000004,-0.47400000000000003,-1.09,0.549,-2.33,-0.184,-2.71,1.0699999999999998,-0.191
2020-02-17,0.983,4.25,2.12,-0.426,1.16,0.534,-2.46,3.11,-0.249,0.722,-0.39699999999999996
2020-02-18,-0.765,5.26,-3.54,7.07,1.48,2.12,-1.77,5.07,-0.8540000000000001,5.07,2.23
2020-02-19,-0.627,-0.8130000000000001,-3.56,-0.329,-0.44999999999999996,-0.936,-3.6700000000000004,-0.179,-1.9300000000000002,0.0206,1.82
2020-02-20,-2.44,-4.65,-4.49,-1.4200000000000002,-1.21,-1.72,-0.9610000000000001,-0.19499999999999998,-1.11,0.309,-0.396
2020-02-21,-1.78,-5.26,-3.4099999999999997,-0.696,-0.337,-2.4299999999999997,-0.642,0.615,0.124,0.266,-1.51
2020-02-22,-0.376,-3.37,-3.1199999999999997,-0.741,-0.117,-2.37,0.22999999999999998,0.314,-0.601,-0.8340000000000001,-1.8499999999999999
2020-02-23,-0.078,-3.2199999999999998,-3.64,-0.135,0.404,-2.75,-0.43299999999999994,-0.172,-0.22200000000000003,-1.38,-1.63
2020-02-24,0.383,-5.3100000000000005,-4.7,1,0.52,0.17600000000000002,-1.44,0.748,0.35100000000000003,-0.762,-1.81
2020-02-25,-1.11,-4.4799999999999995,-9.11,-0.346,0.668,0.0823,-1.5699999999999998,1.97,-0.732,-3.2199999999999998,-2.65
2020-02-26,-1.63,-2.23,-6.49,1.8900000000000001,2.19,0.72,-1.17,2.32,-1.7999999999999998,-0.77,-3.9699999999999998
2020-02-27,-0.7080000000000001,-2.21,-4.89,1.96,0.573,2.41,-2.5,1.77,-2.87,-2.21,-2.91
2020-02-28,-2.8400000000000003,-2.53,-4.93,-0.249,-0.759,1.8399999999999999,-3.61,-0.9119999999999999,-5.01,-5.38,-3.39
2020-02-29,-2.63,-1.82,-4,0.575,-0.5780000000000001,1.51,-2.01,-0.43099999999999994,-3.84,-5.1,-1.53
2020-03-01,-3.6900000000000004,-5.81,-6.23,0.0959,-1.59,2.22,-4.37,-1.83,-5.01,-6.1,-4.54
2020-03-02,-3.1300000000000003,-2.7,-1.91,0.47800000000000004,-0.49,5.65,-3.5900000000000003,-0.907,-3.54,-3.1399999999999997,-2.11
2020-03-03,0.621,-2.41,-1.9,3.62,3.74,3.82,0.592,1.4000000000000001,-3.64,-2.12,0.42900000000000005
2020-03-04,0.8460000000000001,-1.94,0.936,3.93,2.88,4.79,0.14400000000000002,2.2800000000000002,-2.62,-1.53,0.848
2020-03-05,0.5349999999999999,-3.15,-1.8900000000000001,2.77,3.6999999999999997,5.74,-0.8540000000000001,3.58,-1.9,-3.2099999999999995,1.39
2020-03-06,0.266,-2.4699999999999998,-5.390000000000001,3.18,3.71,4.68,-1.39,3.2399999999999998,-1.76,-6.069999999999999,0.38999999999999996
2020-03-07,1.53,-0.903,-3.8600000000000003,2.75,5.140000000000001,1.37,-0.218,4.06,0.327,-3.66,0.51
2020-03-08,0.23900000000000002,0.322,-6.04,2.77,6.09,6.88,1.06,4.65,2.29,-3.26,2.8899999999999997
2020-03-09,-0.218,0.087,-11.1,2.88,4.84,4.1000000000000005,-1.91,2.9000000000000004,1.13,-5.96,0.607
2020-03-10,-3.2800000000000002,-0.9289999999999999,-9.69,0.5780000000000001,2.1999999999999997,2.9499999999999997,-0.8670000000000001,-1.0699999999999998,2.63,-8.88,1.05
2020-03-11,-3.91,-0.895,-8.15,-0.318,1.78,-0.11900000000000001,-0.5479999999999999,-3.4299999999999997,1.37,-10.8,-1.79
2020-03-12,-3.08,-0.617,3.0300000000000002,3.2,1.02,-1.91,1.43,-3.2300000000000004,3.56,-8.85,-1.69
2020-03-13,-2,3.2199999999999998,3.62,4.82,1.95,-3.49,5.04,-4.46,6.279999999999999,-6.950000000000001,-1.73
2020-03-14,-3.6900000000000004,-1.09,3.88,4.45,-0.506,-4.73,4.08,-5.89,4.52,-9.17,-1.4000000000000001
2020-03-15,-2.96,-1.32,9.83,3.52,-2.67,-9.45,1.7000000000000002,-7.59,2.2800000000000002,-8.77,-3.56
2020-03-16,-3.5700000000000003,-0.0484,11.5,6.1,-3.11,-10.100000000000001,3.2,-6.29,3.8699999999999997,-7.35,-3.26
2020-03-17,-6.22,-6.140000000000001,10.2,-0.592,-3.38,-12.8,0.631,-7.539999999999999,2.59,-7.580000000000001,-5.2299999999999995
2020-03-18,-8.67,-7.61,-2.36,1.6400000000000001,-4.58,-14.499999999999998,0.0521,-8.540000000000001,1.63,-8.09,-13.200000000000001
2020-03-19,-13.3,-11,-4.25,-4.71,-10.5,-12.3,-9.49,-11.899999999999999,-5.27,-9.04,-16.400000000000002
2020-03-20,-15.8,-15,-9.21,-5.71,-11.5,-17.8,-12.3,-12.2,-7.16,-11.1,-19.6
2020-03-21,-18.5,-17.5,-12.8,-8.15,-13.8,-19.5,-14.2,-13.3,-9.01,-15.9,-22.8
2020-03-22,-21,-18.2,-18.6,-10.9,-16.400000000000002,-21.099999999999998,-17.9,-15.2,-10.9,-17.1,-26
2020-03-23,-23.5,-21,-22.900000000000002,-14.299999999999999,-19.400000000000002,-23.1,-20.7,-18.8,-14.000000000000002,-20.4,-28.599999999999998
2020-03-24,-27.3,-24.3,-28.199999999999996,-20.599999999999998,-22.400000000000002,-25.1,-23.5,-22.5,-17,-26.400000000000002,-31.2
2020-03-25,-29.2,-26,-29.099999999999998,-23,-25.3,-29.099999999999998,-26.400000000000002,-25.900000000000002,-22.8,-29.599999999999998,-37.9
2020-03-26,-31.1,-29.099999999999998,-30.599999999999998,-25.3,-30.599999999999998,-33.2,-31.6,-29.7,-24.6,-30.5,-38.6
2020-03-27,-33.800000000000004,-31.7,-32.800000000000004,-27.800000000000004,-31.3,-36.3,-34.8,-33,-26.1,-33.800000000000004,-39
2020-03-28,-36.3,-33.900000000000006,-36.1,-31.2,-36.4,-37.3,-37.7,-36.5,-30.9,-39.4,-43
2020-03-29,-38.2,-37.5,-36.1,-34.5,-37.2,-39.7,-37.7,-40,-32.2,-40.5,-44.1
2020-03-30,-38.3,-37.9,-35.699999999999996,-34.300000000000004,-37.2,-40.1,-36.6,-39,-30.599999999999998,-41,-43.1
2020-03-31,-39,-37.3,-33.4,-33.7,-36.3,-37.6,-35.6,-38.2,-30.099999999999998,-40.400000000000006,-43
2020-04-01,-39.900000000000006,-36.4,-29.4,-34.8,-35.5,-38.3,-35.6,-35.199999999999996,-29.099999999999998,-39.7,-42
2020-04-02,-39.800000000000004,-35.8,-28.4,-34.2,-34.4,-39.300000000000004,-34.8,-33.5,-28.9,-39.800000000000004,-42.3
2020-04-03,-39.4,-35.5,-28.000000000000004,-34.300000000000004,-33.2,-37.3,-33.5,-32.1,-27.900000000000002,-40,-40.6
2020-04-04,-39.5,-36.199999999999996,-28.1,-33.1,-32.5,-37.7,-33.1,-31.4,-26.8,-40.2,-41
2020-04-05,-38,-35.099999999999994,-26.1,-32.1,-31.8,-36.7,-32.1,-29.7,-26.400000000000002,-40.2,-40.6
2020-04-06,-36.7,-35.5,-26.6,-31.2,-31,-37.5,-32.2,-30.4,-26.6,-39.6,-41.5
2020-04-07,-37,-35.9,-25.900000000000002,-31.5,-31.5,-40.8,-32.300000000000004,-30.5,-26.400000000000002,-40.2,-40.9
2020-04-08,-35.699999999999996,-36.4,-28.1,-31,-31,-40.699999999999996,-31.8,-31.7,-26.200000000000003,-41.099999999999994,-41.099999999999994
2020-04-09,-35.6,-35.9,-30.8,-31.1,-32.300000000000004,-41.4,-31,-32.4,-25.1,-40.300000000000004,-41
2020-04-10,-34.8,-36.3,-32.6,-30.4,-32.6,-42.199999999999996,-30.2,-33.300000000000004,-24.4,-40.2,-42.1
2020-04-11,-34.699999999999996,-35.699999999999996,-31.5,-30.5,-32.9,-42.1,-29.2,-32.300000000000004,-23.599999999999998,-39.7,-42
2020-04-12,-37.1,-38.1,-36.6,-33.300000000000004,-33.6,-44.3,-31.7,-34.9,-26.3,-41.199999999999996,-43.3
2020-04-13,-39,-38.9,-38.4,-35.4,-35,-43.8,-32.300000000000004,-34.4,-28.000000000000004,-41.8,-42.9
2020-04-14,-38.3,-38.2,-38.6,-35.199999999999996,-34.1,-43.6,-31.7,-34.2,-27,-40.5,-43
2020-04-15,-37.8,-37.2,-35.9,-33,-33.2,-43.6,-30.9,-34.699999999999996,-23.1,-39.6,-41.9
2020-04-16,-36.199999999999996,-36.3,-32.9,-31.900000000000002,-31.5,-41.9,-30.4,-33.6,-22.2,-40.5,-41.699999999999996
2020-04-17,-35.3,-34.8,-30.099999999999998,-31.3,-29.599999999999998,-40.300000000000004,-29.5,-31.1,-21.4,-39.800000000000004,-40.300000000000004
2020-04-18,-34.4,-34,-27.800000000000004,-31.2,-28.599999999999998,-40.300000000000004,-29.4,-30.8,-21.4,-40.300000000000004,-39.2
2020-04-19,-33.4,-31.5,-25.900000000000002,-29.4,-27.900000000000002,-37.3,-26.8,-28.199999999999996,-18.8,-39.800000000000004,-37.3
2020-04-20,-31.7,-30.7,-21.8,-27.6,-26.1,-36.3,-26.200000000000003,-27.6,-16.900000000000002,-38.9,-36.4
2020-04-21,-29.5,-28.000000000000004,-16.7,-25.1,-23.599999999999998,-33.800000000000004,-26.700000000000003,-24.099999999999998,-18.2,-37.6,-37.1
2020-04-22,-29.9,-28.7,-17.4,-25.7,-22.400000000000002,-31.2,-22.1,-23.200000000000003,-14.000000000000002,-37.8,-33.900000000000006
2020-04-23,-32,-28.999999999999996,-15.2,-27.900000000000002,-23.200000000000003,-31.1,-23,-24.099999999999998,-15.7,-36.5,-34.5
2020-04-24,-32.800000000000004,-30.9,-13.900000000000002,-28.1,-24.5,-32.2,-25.2,-25.7,-17.299999999999997,-34.4,-36.3
2020-04-25,-32.800000000000004,-33.1,-14.000000000000002,-27.900000000000002,-24.3,-32.5,-25.7,-25.3,-17.9,-33.800000000000004,-36.1
2020-04-26,-31.900000000000002,-33.5,-11.5,-27.700000000000003,-23,-33.2,-26.5,-26.8,-17,-33.1,-36.5
2020-04-27,-31.4,-33.300000000000004,-11.600000000000001,-26.5,-22.6,-32.4,-24.9,-26.700000000000003,-15.9,-31.8,-36
2020-04-28,-32.4,-33.6,-17.2,-27.800000000000004,-24.3,-33.300000000000004,-27.1,-28.199999999999996,-15.5,-32.4,-37.3
2020-04-29,-30.5,-32.1,-13.600000000000001,-26.8,-25.8,-33.2,-27.6,-25.2,-18.8,-31.3,-36.6
2020-04-30,-28.999999999999996,-31.4,-17.299999999999997,-21.7,-23.9,-33,-26.900000000000002,-24.2,-18.099999999999998,-32.9,-34.8
2020-05-01,-28.799999999999997,-30.4,-19.400000000000002,-21.6,-22.900000000000002,-31.4,-23.9,-23.7,-15.6,-33.2,-30.8
2020-05-02,-27.400000000000002,-27.400000000000002,-20.5,-19.7,-22.8,-31.7,-23.400000000000002,-24.4,-13.4,-31.900000000000002,-30.599999999999998
2020-05-03,-25.8,-25.8,-19.1,-17.1,-22.5,-29.099999999999998,-20.9,-23.3,-11.899999999999999,-30.599999999999998,-28.499999999999996
2020-05-04,-24.7,-23.799999999999997,-20.1,-16.8,-22.1,-28.7,-20.1,-22.1,-10.4,-29.099999999999998,-27.1
2020-05-05,-24,-23.9,-17.7,-16.1,-21,-28.499999999999996,-18.9,-23.1,-9.25,-29.099999999999998,-26.1
2020-05-06,-24.099999999999998,-23.200000000000003,-20.200000000000003,-16.6,-18.5,-29.7,-17.299999999999997,-23.5,-8.91,-28.7,-26.6
2020-05-07,-23.7,-22.8,-17.4,-16.900000000000002,-18.9,-28.199999999999996,-15.5,-22.8,-7.57,-26.5,-26.200000000000003
2020-05-08,-22.8,-22.5,-15.9,-17.299999999999997,-18.099999999999998,-28.1,-15.4,-22.5,-7.57,-28.1,-27.1
2020-05-09,-22.400000000000002,-22.7,-17,-16.900000000000002,-16.5,-26.200000000000003,-13.5,-21.099999999999998,-6.550000000000001,-29.299999999999997,-28.199999999999996
2020-05-10,-22.8,-24.4,-18.6,-18.3,-16.900000000000002,-27.900000000000002,-14.399999999999999,-20,-8.03,-30.4,-30.099999999999998
2020-05-11,-23.1,-25.1,-18.5,-19.8,-18.4,-28.799999999999997,-16.3,-23.1,-10.9,-30.5,-31.7
2020-05-12,-24.4,-24.4,-21.9,-20.8,-18.9,-28.499999999999996,-15.7,-22.1,-11.200000000000001,-34.9,-32.4
2020-05-13,-24.8,-25.1,-22.3,-19.5,-19.400000000000002,-27.800000000000004,-15.299999999999999,-21.5,-9.25,-34.699999999999996,-31
2020-05-14,-23.5,-25.7,-24.9,-20.1,-18.9,-27.800000000000004,-15.9,-20.5,-8.690000000000001,-34.8,-30.2
2020-05-15,-22.900000000000002,-22.7,-24.5,-19.7,-18.7,-28.000000000000004,-15.6,-19.900000000000002,-8.5,-32.9,-29.2
2020-05-16,-23.3,-22.3,-21.6,-20.8,-18.8,-28.299999999999997,-15.4,-19.3,-8.67,-32.1,-28.299999999999997
2020-05-17,-24,-21.099999999999998,-20.8,-20,-17.299999999999997,-27.500000000000004,-14.099999999999998,-19.400000000000002,-6.859999999999999,-31.3,-27.400000000000002
2020-05-18,-23,-19.900000000000002,-19,-17.7,-15,-25.2,-13,-16.400000000000002,-6.81,-28.4,-26
2020-05-19,-22.3,-21.9,-18.4,-17.4,-14.299999999999999,-25.8,-11,-17,-2.8400000000000003,-28.599999999999998,-26
2020-05-20,-21.8,-21.7,-17.4,-16.5,-14.299999999999999,-25.900000000000002,-9.81,-17.4,-3.75,-27.6,-26.400000000000002
2020-05-21,-23.5,-21.4,-15.8,-15.4,-14.000000000000002,-26.5,-7.6499999999999995,-18.3,-3.74,-26.6,-27
2020-05-22,-23.200000000000003,-23,-14.499999999999998,-15.2,-13.3,-25,-6.4799999999999995,-17.7,-3.81,-25.1,-27.1
2020-05-23,-23.400000000000002,-21.6,-14.299999999999999,-13.600000000000001,-13.700000000000001,-24.3,-6.05,-18.099999999999998,-5.04,-25.4,-27.800000000000004
2020-05-24,-22.3,-21.4,-13,-13.5,-14.899999999999999,-26.1,-6.2,-18,-6.5,-25.5,-28.000000000000004
2020-05-25,-22.900000000000002,-23.400000000000002,-13.5,-15.2,-17,-29.099999999999998,-5.86,-17.8,-8.53,-25.4,-28.199999999999996
2020-05-26,-21.7,-21.6,-9.17,-12.6,-17.2,-27.500000000000004,-6.34,-16.900000000000002,-7.969999999999999,-25.1,-28.299999999999997
2020-05-27,-21.3,-20.599999999999998,-13.5,-13.8,-14.099999999999998,-25.900000000000002,-3.08,-18,-5.7700000000000005,-24.5,-26.1
2020-05-28,-21,-20.3,-13.700000000000001,-13.900000000000002,-16.900000000000002,-26.8,-8.110000000000001,-18,-7.02,-24.3,-28.000000000000004
2020-05-29,-21.099999999999998,-19.2,-12.4,-13.200000000000001,-16.8,-26.900000000000002,-8.38,-17.2,-8.01,-25.5,-27.700000000000003
2020-05-30,-20.5,-20,-14.099999999999998,-13.5,-16.900000000000002,-26.8,-8.33,-16.3,-7.5200000000000005,-24.099999999999998,-27.1
2020-05-31,-20.1,-19.5,-14.2,-14.099999999999998,-17.9,-26.400000000000002,-9.53,-18.099999999999998,-7.41,-23.200000000000003,-28.199999999999996
2020-06-01,-17.4,-17.9,-10.299999999999999,-11.799999999999999,-16,-25.5,-7.9,-16,-6.890000000000001,-21.9,-26.5
2020-06-02,-19.2,-16.8,-13.3,-13,-13.600000000000001,-23.5,-7.24,-15.5,-5.35,-20.5,-25.3
2020-06-03,-19.1,-11.600000000000001,-13.3,-13.600000000000001,-14.799999999999999,-23.799999999999997,-6.97,-17.1,-5.37,-21.5,-24
2020-06-04,-16.400000000000002,-9.49,-8.649999999999999,-12.1,-14.000000000000002,-23.400000000000002,-6.419999999999999,-15.7,-5.38,-24,-24.7
2020-06-05,-15.6,-10.5,-9.2,-11.700000000000001,-13,-22.5,-7.1,-15,-5.319999999999999,-24.099999999999998,-24.3
2020-06-06,-14.799999999999999,-9.71,-6.93,-10.5,-12,-22.2,-7.01,-14.6,-4.37,-24.8,-23.400000000000002
2020-06-07,-14.899999999999999,-9.98,-6.79,-8.92,-10.7,-21.3,-5.2299999999999995,-12.9,-2.9899999999999998,-25.8,-21.5
2020-06-08,-16.1,-9.84,-9.8,-9.25,-10.299999999999999,-21.3,-5.050000000000001,-13.200000000000001,-2.71,-26.900000000000002,-21.5
2020-06-09,-16.3,-10.2,-9.34,-8.7,-11.600000000000001,-21.6,-5.57,-14.399999999999999,-3.9899999999999998,-26.400000000000002,-22.400000000000002
2020-06-10,-15.8,-12.6,-9.27,-7.9399999999999995,-9.700000000000001,-19.2,-3.2399999999999998,-13.3,-2.94,-25.3,-22.3
2020-06-11,-14.399999999999999,-11.799999999999999,-9.28,-7.000000000000001,-10.2,-19.400000000000002,-3.7199999999999998,-11.799999999999999,-1.8499999999999999,-23.400000000000002,-21.2
2020-06-12,-13.8,-11.700000000000001,-12.3,-6.83,-10.9,-19.8,-4.3,-12.4,-2.3800000000000003,-23.5,-21.8
2020-06-13,-13.600000000000001,-11.700000000000001,-14.299999999999999,-6.79,-10.6,-19,-4.34,-13.900000000000002,-2.17,-22.5,-22.2
2020-06-14,-14.299999999999999,-10.9,-15.5,-5.72,-9.93,-18.2,-5.94,-14.299999999999999,-2.48,-21.6,-22.6
2020-06-15,-13.600000000000001,-10.8,-15.4,-5.9799999999999995,-8.85,-19,-5.74,-13.4,-2.17,-21.5,-22.5
2020-06-16,-13.100000000000001,-10.7,-16.400000000000002,-5.06,-5.89,-17,-3.38,-12,0.27,-19.6,-20.7
2020-06-17,-12.9,-10.7,-15.1,-4.84,-5.76,-17.4,-3.5000000000000004,-12.2,0.51,-19.2,-21
2020-06-18,-12.5,-11.3,-11.600000000000001,-4.16,-4.19,-15.1,1.26,-12.7,1.9800000000000002,-18,-19.8
2020-06-19,-11.200000000000001,-10,-11.700000000000001,-4.82,-3.08,-15.4,2.13,-13.200000000000001,4.14,-15.7,-18.2
2020-06-20,-12.2,-8.94,-9.81,-4.3,-2.37,-14.099999999999998,4.760000000000001,-8.99,5.55,-14.000000000000002,-17
2020-06-21,-13.4,-8.95,-10,-5.970000000000001,-1.27,-12.9,6.660000000000001,-8.12,6.569999999999999,-14.2,-17.599999999999998
2020-06-22,-13.5,-7.84,-8.44,-4.74,-2.03,-12.4,7.960000000000001,-7.95,7.5200000000000005,-13.8,-16.7
2020-06-23,-13.900000000000002,-9.55,-9.42,-5.1499999999999995,-3.71,-13.4,6.84,-7.46,7.01,-15.7,-17.1
2020-06-24,-14.099999999999998,-9.379999999999999,-11.1,-6.569999999999999,-1.76,-11.700000000000001,6.1899999999999995,-7.380000000000001,6.97,-15.7,-18
2020-06-25,-16.3,-9.69,-15.1,-8.39,-3.1300000000000003,-12.6,3.66,-6.11,6.12,-17.4,-18.4
2020-06-26,-17.7,-11.1,-14.6,-8.62,-3.36,-14.7,4.22,-4.760000000000001,4.2,-17.8,-18.4
2020-06-27,-17.5,-12,-14.6,-9.74,-4.390000000000001,-15.6,1.95,-7.51,2.76,-19.8,-18.4
2020-06-28,-16.6,-12.6,-14.299999999999999,-9.91,-5.59,-19.6,0.865,-7.76,1.6099999999999999,-20,-16.7
2020-06-29,-15.4,-13.900000000000002,-15.6,-8.83,-5.58,-23,0.619,-7.64,0.494,-17.7,-15.5
2020-06-30,-14.6,-13.200000000000001,-13.200000000000001,-7.359999999999999,-3.25,-22.5,2.86,-8.27,1.91,-16.2,-14.7
2020-07-01,-12.5,-14.000000000000002,-12.5,-5.970000000000001,-5.91,-23,3.17,-7.08,1.7500000000000002,-16.900000000000002,-13.4
2020-07-02,-11,-12.4,-11.3,-4.760000000000001,-3.5700000000000003,-22.400000000000002,3.63,-7.720000000000001,2.45,-15.6,-13
2020-07-03,-9.969999999999999,-11.4,-14.299999999999999,-4.51,-4.82,-19.6,0.985,-9.610000000000001,0.7230000000000001,-16.5,-12.9
2020-07-04,-8.12,-12,-10.299999999999999,-2.88,-2.11,-22.8,4.35,-6.7,2.5,-14.7,-12
2020-07-05,-6.7,-10.4,-6.959999999999999,-2.2399999999999998,-2.26,-19.8,4.93,-6.52,3.83,-13.8,-11.899999999999999
2020-07-06,-7.8,-10,-4.93,-2.56,-0.8380000000000001,-16.900000000000002,4.9399999999999995,-8.260000000000002,5.24,-15.7,-12.1
2020-07-07,-8.73,-8.68,-4.18,-3.38,-2.31,-15.7,4.01,-8.649999999999999,4.5600000000000005,-16.900000000000002,-12.4
2020-07-08,-10.9,-8.7,-3.34,-3.9699999999999998,-1.67,-16.8,3.6900000000000004,-8.790000000000001,3.7699999999999996,-16.2,-13.100000000000001
2020-07-09,-12.1,-9.29,-0.8009999999999999,-3.61,-2.18,-17.599999999999998,3.74,-9.41,2.5,-16.2,-12.7
2020-07-10,-12.9,-9.04,0.897,-2.64,-2.82,-17,1.32,-11.1,1.02,-17.4,-14.2
2020-07-11,-11.600000000000001,-11.1,2.79,-2,-2.15,-17,1.8499999999999999,-10,1.22,-16.2,-13.700000000000001
2020-07-12,-10.5,-10.2,6.01,-0.714,-1.3299999999999998,-14.6,0.951,-8.75,2.13,-15.6,-14.2
2020-07-13,-10.9,-9.44,5.9799999999999995,-2.41,-0.814,-15.6,1.0999999999999999,-8.03,1.05,-14.6,-14.099999999999998
2020-07-14,-9.33,-10.2,5.04,-1.8499999999999999,0.37,-14.099999999999998,0.544,-5.390000000000001,0.54,-12.9,-13.900000000000002
2020-07-15,-8.34,-8.82,7.829999999999999,0.954,1.41,-12.2,0.701,-3.5999999999999996,0.831,-10.6,-13.200000000000001
2020-07-16,-7.7,-10.7,7.79,0.335,0.962,-11.4,1.7999999999999998,-2.81,1.79,-8.5,-12.8
2020-07-17,-6.9,-9.98,10.100000000000001,0.26,1.51,-10.299999999999999,4.63,-0.123,3.7900000000000005,-6.58,-12.1
2020-07-18,-8.43,-7.17,9.76,-1.95,1.66,-10.7,2.93,-1.37,2.81,-5.34,-13.8
2020-07-19,-8.66,-9.229999999999999,10.299999999999999,-2.59,1.71,-9.66,4.31,-3.0300000000000002,2.04,-5.09,-13.600000000000001
2020-07-20,-9.11,-9.59,13,-1.5699999999999998,1.4000000000000001,-6.84,3.7600000000000002,-2.55,2.08,-5.47,-14.2
2020-07-21,-9.969999999999999,-9.92,15.4,-0.954,-0.349,-8.790000000000001,3.2800000000000002,-3.62,1.58,-7.86,-13.8
2020-07-22,-10,-8.709999999999999,18.4,-2.35,-0.658,-8.93,3.54,-5.79,2.02,-9.180000000000001,-13.600000000000001
2020-07-23,-10.7,-7.2700000000000005,22,-3.25,-0.308,-6.909999999999999,2.7199999999999998,-5.65,1.7399999999999998,-11.5,-14.899999999999999
2020-07-24,-10.299999999999999,-7.71,19.5,-2.97,0.612,-7.4399999999999995,1.15,-6.58,0.7849999999999999,-11.200000000000001,-14.000000000000002
