date,subways_total_estimated,subways_of_comparable_pre,buses_total_estimated,buses_of_comparable_pre,lirr_total_estimated_ridership,lirr_of_2019_monthly_weekday,metro_north_total_estimated,metro_north_of_2019_monthly,access_a_ride_total_scheduled,access_a_ride_of_comprable,bridges_and_tunnels_total,bridges_and_tunnels_of
2020-03-01,2214601,0.987,984900,1.01,NA,NA,NA,NA,19922,1.188,786961,1.078
2020-03-02,5347055,1.239,2209100,1.4,NA,NA,NA,NA,30338,1.282,874620,1.275
2020-03-03,5498556,0.961,2228600,0.97,NA,NA,NA,NA,32767,1.069,882175,0.983
2020-03-04,5515945,0.968,2177200,0.97,NA,NA,NA,NA,34297,1.087,905558,0.999
2020-03-05,5513656,0.956,2244500,0.99,NA,NA,NA,NA,33209,1.071,929298,0.991
2020-03-06,5204732,0.916,2066700,0.93,NA,NA,NA,NA,30970,1.067,945408,0.96
2020-03-07,2817082,0.904,1249100,0.91,NA,NA,NA,NA,18117,1.037,827908,0.924
2020-03-08,2122328,1.004,957200,1.07,NA,NA,NA,NA,19477,1.134,765084,0.994
2020-03-09,4989635,0.896,2124800,0.93,NA,NA,NA,NA,29609,1.027,860073,0.953
2020-03-10,4883623,0.849,2112000,0.91,NA,NA,NA,NA,31315,1.021,855585,0.942
2020-03-11,4712462,0.815,2113000,0.9,NA,NA,NA,NA,32198,1.006,866706,0.933
2020-03-12,4163674,0.716,1938400,0.82,NA,NA,NA,NA,30814,0.985,881188,0.913
2020-03-13,3496765,0.62,1715700,0.77,NA,NA,NA,NA,26640,0.918,860419,0.862
2020-03-14,1672800,0.525,993300,0.73,NA,NA,NA,NA,13394,0.791,631101,0.698
2020-03-15,1159079,0.476,711600,0.69,NA,NA,NA,NA,12480,0.683,535988,0.636
2020-03-16,2184296,0.405,1237300,0.55,NA,NA,NA,NA,21145,0.756,708870,0.794
2020-03-17,1793359,0.318,1094900,0.47,NA,NA,NA,NA,18173,0.594,650445,0.716
2020-03-18,1629413,0.286,1059500,0.45,NA,NA,NA,NA,15942,0.5,634853,0.688
2020-03-19,1425564,0.256,933600,0.43,NA,NA,NA,NA,14116,0.483,569696,0.62
2020-03-20,1312249,0.239,868600,0.41,NA,NA,NA,NA,12744,0.453,563262,0.584
2020-03-21,620662,0.205,564900,0.43,NA,NA,NA,NA,6467,0.392,382993,0.433
2020-03-22,409364,0.169,378900,0.35,NA,NA,NA,NA,4824,0.261,277051,0.318
2020-03-23,711138,0.131,578200,0.26,NA,NA,NA,NA,9902,0.348,361514,0.407
2020-03-24,743314,0.131,657800,0.28,NA,NA,NA,NA,9133,0.301,395493,0.437
2020-03-25,691604,0.121,618000,0.27,NA,NA,NA,NA,9512,0.302,375767,0.406
2020-03-26,681923,0.118,646100,0.28,NA,NA,NA,NA,8795,0.288,390117,0.403
2020-03-27,658312,0.118,641800,0.29,NA,NA,NA,NA,8409,0.294,396778,0.402
2020-03-28,332993,0.102,403700,0.29,NA,NA,NA,NA,4491,0.26,240702,0.259
2020-03-29,264119,0.117,306800,0.31,NA,NA,NA,NA,3374,0.194,197154,0.242
2020-03-30,546355,0.098,563900,0.25,NA,NA,NA,NA,8084,0.283,344690,0.384
2020-03-31,509149,0.088,514300,0.22,NA,NA,NA,NA,7672,0.257,337626,0.373
2020-04-01,514201,0.087,495400,0.21,10500,0.03,13600,0.05,8151,0.252,342222,0.367
2020-04-02,486468,0.082,472700,0.2,10100,0.03,13700,0.05,7077,0.225,339734,0.348
2020-04-03,484200,0.085,483800,0.22,9700,0.03,13200,0.05,7794,0.273,340273,0.349
2020-04-04,282703,0.086,383400,0.27,3700,0.03,8100,0.05,4375,0.245,243323,0.26
2020-04-05,227603,0.091,299600,0.3,3000,0.03,5600,0.05,2763,0.144,209152,0.234
2020-04-06,446273,0.08,454900,0.2,10100,0.03,14400,0.05,7093,0.25,335769,0.369
2020-04-07,435718,0.076,441000,0.19,9300,0.03,14100,0.05,7041,0.233,335470,0.367
2020-04-08,428206,0.073,431700,0.18,9000,0.03,13500,0.05,6950,0.217,324882,0.342
2020-04-09,405325,0.07,401900,0.17,8400,0.03,12900,0.04,6243,0.199,303481,0.312
2020-04-10,400947,0.07,414100,0.19,8200,0.03,13000,0.05,5378,0.185,314100,0.314
2020-04-11,257467,0.078,378200,0.27,2700,0.02,7600,0.05,4235,0.24,254755,0.269
2020-04-12,198693,0.08,279100,0.28,2200,0.02,5100,0.05,2525,0.136,217871,0.256
2020-04-13,363961,0.065,347800,0.16,8200,0.03,13000,0.05,6205,0.222,284609,0.313
2020-04-14,430946,0.073,470900,0.2,8800,0.03,14100,0.05,6585,0.219,356104,0.376
2020-04-15,419851,0.07,454100,0.19,8600,0.03,13800,0.05,6928,0.22,340213,0.351
2020-04-16,421013,0.071,447000,0.2,8500,0.03,13800,0.05,6563,0.222,346342,0.346
2020-04-17,433106,0.091,470300,0.27,8300,0.03,13500,0.05,7048,0.288,378350,0.392
2020-04-18,254792,0.09,352000,0.29,2400,0.02,7200,0.05,4202,0.284,254735,0.302
2020-04-19,224751,0.096,318100,0.32,2200,0.02,6000,0.06,2742,0.142,276406,0.314
2020-04-20,438622,0.089,498700,0.27,8900,0.03,14800,0.05,7050,0.295,371776,0.404
2020-04-21,422860,0.078,450900,0.22,8300,0.03,13700,0.05,6613,0.239,356099,0.382
2020-04-22,459574,0.085,518900,0.26,8700,0.03,14100,0.05,7496,0.256,398703,0.423
2020-04-23,454300,0.083,487300,0.25,8400,0.03,13800,0.05,6969,0.249,386938,0.411
2020-04-24,444644,0.088,475400,0.27,7800,0.03,13200,0.05,7040,0.277,386935,0.429
2020-04-25,295836,0.091,430800,0.32,2900,0.03,9100,0.06,4719,0.288,350300,0.38
2020-04-26,219096,0.091,293500,0.3,1900,0.02,5400,0.05,2506,0.143,231541,0.276
2020-04-27,463700,0.083,518400,0.23,8800,0.03,15000,0.05,6922,0.254,384124,0.424
2020-04-28,490073,0.085,555600,0.24,9200,0.03,15400,0.05,7542,0.255,436347,0.47
2020-04-29,478589,0.082,519600,0.22,9100,0.03,14800,0.05,7844,0.255,410502,0.431
2020-04-30,466633,0.079,488800,0.21,9300,0.03,14400,0.05,7253,0.245,405169,0.412
2020-05-01,495312,0.086,555300,0.25,6200,0.02,12400,0.04,8332,0.29,445621,0.441
2020-05-02,326354,0.101,478600,0.34,4000,0.03,10900,0.07,5493,0.312,401938,0.43
2020-05-03,259199,0.111,375900,0.45,3300,0.03,7600,0.07,3263,0.186,353314,0.443
2020-05-04,512763,0.091,578300,0.25,11200,0.03,15800,0.06,8287,0.293,447424,0.482
2020-05-05,522979,0.09,583400,0.25,13300,0.04,15500,0.05,8445,0.273,462086,0.494
2020-05-06,509646,0.087,538800,0.22,14500,0.05,14700,0.05,8832,0.277,444179,0.462
2020-05-07,536003,0.091,605600,0.26,16100,0.05,16200,0.06,8509,0.276,488836,0.495
2020-05-08,526865,0.093,573700,0.25,15700,0.05,15200,0.05,8656,0.304,483831,0.474
2020-05-09,317372,0.099,462400,0.32,7700,0.06,11100,0.07,5055,0.278,371426,0.374
2020-05-10,272353,0.131,386000,0.46,8000,0.08,9200,0.09,3962,0.202,415868,0.488
2020-05-11,521702,0.096,553300,0.26,18300,0.06,16700,0.06,7636,0.29,458042,0.506
2020-05-12,554286,0.096,594900,0.26,19000,0.06,16700,0.06,8271,0.279,488406,0.521
2020-05-13,566333,0.096,611300,0.26,19400,0.06,17200,0.06,9437,0.295,509243,0.521
2020-05-14,568315,0.096,616000,0.26,19300,0.06,16400,0.06,8855,0.294,520395,0.51
2020-05-15,588784,0.103,671500,0.3,20100,0.06,45300,0.16,9473,0.331,562991,0.534
2020-05-16,361329,0.106,530600,0.37,11100,0.09,18400,0.12,5947,0.337,477098,0.479
2020-05-17,287755,0.11,413500,0.37,8800,0.09,3300,0.03,3577,0.191,391606,0.413
2020-05-18,596505,0.107,624200,0.28,22100,0.07,19200,0.07,8969,0.325,505315,0.523
2020-05-19,611951,0.104,643600,0.28,21600,0.07,18700,0.07,9290,0.309,524483,0.541
2020-05-20,624793,0.106,654800,0.28,22200,0.07,18500,0.06,10224,0.327,542409,0.547
2020-05-21,630367,0.111,655300,0.3,22600,0.07,19200,0.07,9731,0.327,585553,0.578
2020-05-22,634929,0.117,690200,0.31,22800,0.07,19900,0.07,9782,0.352,626984,0.596
2020-05-23,336250,0.112,460700,0.35,11000,0.09,14000,0.09,5550,0.35,394091,0.436
2020-05-24,320376,0.126,461200,0.43,11900,0.12,14100,0.14,4117,0.223,461171,0.526
2020-05-25,394359,0.151,531600,0.46,19300,0.06,19000,0.07,5428,0.503,445015,0.565
2020-05-26,657939,0.121,709000,0.33,26700,0.08,21800,0.08,9875,0.349,587270,0.634
2020-05-27,675705,0.119,719200,0.33,26500,0.08,21000,0.07,11088,0.377,601140,0.634
2020-05-28,659248,0.115,710800,0.32,25200,0.08,20400,0.07,10030,0.35,584629,0.599
2020-05-29,658353,0.114,720800,0.33,25100,0.08,21200,0.07,10185,0.365,598608,0.57
2020-05-30,426755,0.135,622000,0.44,15600,0.13,20300,0.13,6143,0.354,537180,0.556
2020-05-31,344428,0.136,468300,0.43,13600,0.14,14700,0.14,4216,0.233,495488,0.553
2020-06-01,688520,0.124,764300,0.34,34300,0.1,24500,0.08,10760,0.378,595060,0.622
2020-06-02,695276,0.126,724400,0.34,33800,0.1,24600,0.08,11206,0.378,579412,0.609
2020-06-03,683037,0.119,741200,0.32,32500,0.1,23500,0.08,11962,0.387,582624,0.603
2020-06-04,728018,0.127,797700,0.37,29800,0.09,25500,0.09,12000,0.402,650868,0.648
2020-06-05,704825,0.124,772900,0.35,33500,0.1,25200,0.09,11698,0.405,643562,0.624
2020-06-06,464207,0.142,648000,0.46,18100,0.15,23600,0.15,6591,0.369,551793,0.57
2020-06-07,378085,0.146,531900,0.49,16800,0.17,18500,0.17,4650,0.259,538419,0.604
2020-06-08,806138,0.153,863400,0.42,42600,0.13,30500,0.1,11957,0.459,644830,0.735
2020-06-09,843968,0.147,916900,0.41,42300,0.13,29500,0.1,12869,0.438,680462,0.709
2020-06-10,858782,0.146,914700,0.39,43100,0.13,30800,0.1,13616,0.425,680270,0.694
2020-06-11,819873,0.144,830100,0.38,41000,0.12,29100,0.1,12514,0.424,656696,0.676
2020-06-12,898314,0.157,966300,0.43,45100,0.14,33700,0.11,13224,0.458,765492,0.735
2020-06-13,545333,0.17,706800,0.5,25400,0.21,32400,0.2,7794,0.434,631065,0.625
2020-06-14,430446,0.185,571200,0.55,20900,0.21,22700,0.21,5195,0.279,563725,0.605
2020-06-15,898925,0.165,940900,0.43,47500,0.14,34500,0.12,12953,0.475,674785,0.71
2020-06-16,934545,0.167,961000,0.46,46900,0.14,34100,0.12,12939,0.429,695359,0.747
2020-06-17,950318,0.166,977200,0.45,47200,0.14,36300,0.12,14595,0.468,709680,0.732
2020-06-18,944318,0.166,977700,0.48,47900,0.14,35800,0.12,13808,0.461,729487,0.73
2020-06-19,988680,0.178,1035300,0.55,50200,0.15,38800,0.13,13868,0.486,797519,0.777
2020-06-20,576097,0.174,768500,0.55,29000,0.24,36000,0.23,8185,0.47,666226,0.664
2020-06-21,449497,0.171,592400,0.53,27100,0.28,27600,0.25,6328,0.338,654914,0.676
2020-06-22,1002073,0.185,1016200,0.48,53900,0.16,38400,0.13,13314,0.49,733291,0.748
2020-06-23,1053005,0.19,1086200,0.52,52900,0.16,37600,0.13,15069,0.505,744822,0.779
2020-06-24,1070527,0.185,1099900,0.49,52400,0.16,38000,0.13,15155,0.493,752750,0.741
2020-06-25,1081006,0.191,1088500,0.52,53400,0.16,38200,0.13,14854,0.502,781618,0.748
2020-06-26,1104497,0.202,1130100,0.57,55600,0.17,41500,0.14,15048,0.54,830887,0.795
2020-06-27,616084,0.193,753900,0.57,26800,0.22,34800,0.22,8541,0.531,630731,0.652
2020-06-28,536488,0.177,641800,0.58,25700,0.26,26200,0.24,5748,0.337,623131,0.668
2020-06-29,1103086,0.212,1087500,0.53,63300,0.19,42600,0.14,14705,0.552,767165,0.801
2020-06-30,1115510,0.209,1082000,0.52,58000,0.17,40900,0.14,15291,0.518,758785,0.801
2020-07-01,1122842,0.215,1102200,0.53,56500,0.18,40000,0.14,16451,0.55,779409,0.772
2020-07-02,1172848,0.224,1178500,0.57,64300,0.2,45500,0.16,15981,0.534,881471,1.146
2020-07-03,853015,0.313,968200,0.87,56200,0.18,42900,0.15,10915,0.838,713240,0.834
2020-07-04,592295,0.228,754900,0.59,38400,0.3,41800,0.27,8391,0.579,569212,0.717
2020-07-05,534220,0.231,658700,0.6,34600,0.33,30600,0.29,6280,0.347,659099,0.752
2020-07-06,1087178,0.212,1030200,0.5,63900,0.2,44300,0.16,14886,0.55,750584,0.812
2020-07-07,1159588,0.212,1118800,0.52,61800,0.2,44100,0.16,16003,0.537,749833,0.79
2020-07-08,1174733,0.211,1114900,0.51,63000,0.2,43400,0.15,16980,0.565,758208,0.791
2020-07-09,1213851,0.221,1195700,0.57,65500,0.21,45500,0.16,17017,0.574,818034,0.843
2020-07-10,1032749,0.191,926800,0.45,55900,0.18,39700,0.14,15738,0.566,712635,0.7
2020-07-11,693789,0.229,852600,0.59,30100,0.24,35300,0.23,8453,0.493,625288,0.629
2020-07-12,628918,0.258,727700,0.64,34900,0.33,31800,0.3,7395,0.411,703590,0.741
2020-07-13,1178204,0.222,1144100,0.55,66400,0.21,46200,0.16,15928,0.59,756123,0.796
2020-07-14,1243749,0.224,1211300,0.56,66300,0.21,46200,0.16,17081,0.569,794838,0.831
2020-07-15,1251164,0.228,1229000,0.58,66500,0.21,46900,0.17,18149,0.595,803399,0.848
2020-07-16,1251884,0.231,1211800,0.59,66700,0.21,47400,0.17,17230,0.595,819850,0.838
2020-07-17,1209692,0.232,1176200,0.57,64800,0.2,47400,0.17,16401,0.608,819471,0.797
2020-07-18,779722,0.295,913700,0.72,41200,0.32,45500,0.29,9785,0.652,747445,0.808
2020-07-19,585498,0.269,692800,0.67,36400,0.35,29900,0.28,7052,0.456,696110,0.797
2020-07-20,1159163,0.229,1130400,0.57,67700,0.21,46800,0.17,15957,0.606,770607,0.844
2020-07-21,1244544,0.236,1204300,0.59,67600,0.21,48000,0.17,16831,0.579,792955,0.867
2020-07-22,1236384,0.221,1189100,0.54,65300,0.21,46700,0.17,17582,0.579,784013,0.801
2020-07-23,1236427,0.222,1180200,0.55,65600,0.21,47000,0.17,17056,0.581,791577,0.781
2020-07-24,1220649,0.23,1134300,0.56,65900,0.21,49000,0.17,17311,0.627,826030,0.796
2020-07-25,817403,0.268,967300,0.69,43300,0.34,47600,0.31,10350,0.613,769898,0.782
2020-07-26,607452,0.249,721100,0.64,36200,0.35,32300,0.3,7429,0.41,697533,0.733
2020-07-27,1206129,0.234,1185000,0.57,70100,0.22,45700,0.16,16607,0.629,793225,0.841
2020-07-28,1244405,0.23,1210600,0.57,66700,0.21,45800,0.16,16892,0.583,782226,0.825
2020-07-29,1298880,0.242,1273100,0.62,70000,0.22,48500,0.17,18216,0.618,816959,0.865
2020-07-30,1272918,0.233,1224100,0.57,69000,0.22,48600,0.17,17333,0.599,820275,0.812
2020-07-31,1260968,0.241,1220700,0.6,67600,0.21,50900,0.18,17654,0.645,859774,0.843
2020-08-01,843372,0.28,969300,0.69,44400,0.33,48700,0.32,10685,0.641,799745,0.852
2020-08-02,590675,0.241,707000,0.62,30500,0.29,28100,0.27,7431,0.402,648735,0.701
2020-08-03,1275951,0.248,1268300,0.62,70800,0.23,45900,0.17,17594,0.656,818732,0.87
2020-08-04,1028686,0.192,968100,0.46,36800,0.12,31100,0.11,14924,0.512,577415,0.618
2020-08-05,1351026,0.257,1305000,0.66,58000,0.19,36900,0.14,18299,0.623,847330,0.925
2020-08-06,1337819,0.246,1241800,0.59,66700,0.21,38800,0.14,19117,0.658,847497,0.847
2020-08-07,1286635,0.249,1256300,0.62,66000,0.21,42400,0.16,17502,0.639,844097,0.825
2020-08-08,834093,0.276,962000,0.7,41700,0.31,43600,0.29,10613,0.624,730739,0.747
2020-08-09,663642,0.268,766700,0.7,37600,0.36,32200,0.31,8287,0.465,744618,0.814
2020-08-10,1278263,0.254,1243700,0.63,73500,0.24,46800,0.17,18178,0.694,826001,0.873
2020-08-11,1322978,0.257,1256400,0.64,72400,0.23,46700,0.17,18546,0.658,821976,0.907
2020-08-12,1302087,0.248,1227500,0.61,68300,0.22,46800,0.17,19346,0.645,800865,0.846
2020-08-13,1294248,0.243,1198800,0.58,69200,0.22,46500,0.17,18608,0.646,819019,0.821
2020-08-14,1358798,0.271,1321800,0.67,72900,0.23,50700,0.19,18113,0.669,893657,0.886
2020-08-15,861763,0.301,1001000,0.72,46800,0.35,51400,0.34,11487,0.692,804346,0.849
2020-08-16,554980,0.244,622000,0.57,29900,0.29,28500,0.27,7902,0.441,620686,0.681
2020-08-17,1307543,0.271,1275000,0.66,74500,0.24,49400,0.18,17377,0.669,806108,0.857
2020-08-18,1372568,0.269,1307400,0.65,74200,0.24,47900,0.18,19274,0.681,838008,0.88
2020-08-19,1294931,0.255,1212800,0.61,70100,0.22,47700,0.17,19915,0.683,816805,0.858
2020-08-20,1413449,0.277,1352700,0.68,75600,0.24,50900,0.19,19344,0.683,889782,0.893
2020-08-21,1390232,0.285,1335800,0.7,76100,0.24,53000,0.19,19035,0.703,909773,0.899
2020-08-22,883393,0.304,998700,0.73,49100,0.37,51600,0.34,11456,0.693,812308,0.825
2020-08-23,672193,0.288,783200,0.71,37900,0.36,35300,0.34,8297,0.468,737097,0.794
2020-08-24,1310101,0.269,1270700,0.66,75100,0.24,50100,0.18,17643,0.695,815665,0.881
2020-08-25,1349335,0.259,1273400,0.62,73300,0.23,49700,0.18,18682,0.663,821597,0.873
2020-08-26,1410651,0.271,1361400,0.67,76600,0.24,50800,0.19,20659,0.712,859625,0.91
2020-08-27,1361128,0.258,1274100,0.61,73100,0.23,48800,0.18,19271,0.689,847285,0.83
2020-08-28,1391299,0.283,1333400,0.67,76100,0.24,53100,0.19,18845,0.705,899892,0.87
2020-08-29,774465,0.266,892800,0.67,37600,0.28,41300,0.27,9814,0.6,645956,0.686
2020-08-30,748886,0.3,822300,0.76,45100,0.43,41600,0.4,9752,0.521,805096,0.898
2020-08-31,1400448,0.264,987400,0.46,78100,0.25,52700,0.19,18185,0.635,817544,1.103
2020-09-01,1472491,0.277,996600,0.47,76500,0.23,53100,0.18,18929,0.661,809685,0.851
2020-09-02,1491161,0.271,994000,0.46,77600,0.24,53000,0.18,19990,0.656,810144,0.864
2020-09-03,1532512,0.266,1030700,0.45,82600,0.25,58000,0.2,19992,0.66,869126,0.909
2020-09-04,1571533,0.279,1034500,0.48,88300,0.27,64200,0.22,20223,0.704,936602,0.964
2020-09-05,1013746,0.315,740100,0.52,50500,0.43,64700,0.42,12118,0.715,798823,0.855
2020-09-06,819600,0.326,580400,0.53,44700,0.45,45400,0.43,10160,0.537,753036,0.838
2020-09-07,872174,0.391,650300,0.69,80000,0.24,40300,0.14,9261,0.97,697865,0.76
2020-09-08,1559312,0.264,1032900,0.43,90600,0.28,63300,0.22,19806,0.638,833996,0.899
2020-09-09,1613662,0.271,1081700,0.44,86100,0.26,61500,0.21,21801,0.691,825412,0.881
2020-09-10,1547065,0.26,989000,0.41,82100,0.25,57100,0.2,20181,0.649,801431,0.825
2020-09-11,1693776,0.288,1072600,0.46,88600,0.27,65100,0.23,20809,0.706,895766,0.881
2020-09-12,1083727,0.346,759700,0.55,44500,0.38,60500,0.4,12349,0.731,800190,0.852
2020-09-13,796744,0.311,577400,0.52,36700,0.37,38100,0.36,9315,0.504,703809,0.765
2020-09-14,1607896,0.283,1044500,0.44,89500,0.27,60900,0.21,19888,0.704,799573,0.861
2020-09-15,1681774,0.282,1087600,0.45,87000,0.27,60800,0.21,20763,0.676,815700,0.876
2020-09-16,1690405,0.282,1075300,0.44,87000,0.27,60700,0.21,22070,0.687,816708,0.864
2020-09-17,1695985,0.281,1060400,0.44,86900,0.27,61500,0.21,21005,0.678,848024,0.865
2020-09-18,1728810,0.289,1074200,0.46,90700,0.28,65700,0.23,20702,0.717,894931,0.882
2020-09-19,1137948,0.342,761600,0.53,46800,0.4,64600,0.42,12246,0.693,802614,0.825
2020-09-20,828365,0.317,585500,0.52,39000,0.39,41800,0.4,9269,0.495,705596,0.755
2020-09-21,1627636,0.283,1021200,0.44,89700,0.27,61800,0.21,19488,0.695,788505,0.854
2020-09-22,1702325,0.283,1061900,0.45,87400,0.27,61000,0.21,21103,0.702,808351,0.876
2020-09-23,1739043,0.287,1093600,0.45,89000,0.27,62300,0.22,22501,0.708,834469,0.88
2020-09-24,1726180,0.285,1070500,0.45,89100,0.27,62400,0.22,21554,0.704,857578,0.881
2020-09-25,1765299,0.3,1077600,0.47,92500,0.28,67900,0.24,21233,0.741,912599,0.893
2020-09-26,1120175,0.349,756300,0.54,47200,0.4,66800,0.44,12128,0.712,824515,0.849
2020-09-27,846184,0.333,586900,0.54,40000,0.4,45200,0.43,9491,0.507,731091,0.796
2020-09-28,1492611,0.313,955300,0.5,89700,0.27,63800,0.22,17678,0.741,753159,0.867
2020-09-29,1664896,0.321,1023100,0.5,88400,0.27,59700,0.21,20517,0.736,790861,0.905
2020-09-30,1744524,0.293,1077000,0.45,89200,0.27,61500,0.21,21424,0.69,822683,0.889
2020-10-01,1813961,0.301,1150563,0.498,86100,0.27,62100,0.21,22309,0.706,870606,0.929
2020-10-02,1794201,0.299,1109459,0.475,87300,0.28,67100,0.23,21626,0.724,891268,0.887
2020-10-03,1168073,0.35,773305,0.549,45000,0.4,68900,0.45,12759,0.72,810626,0.866
2020-10-04,853591,0.339,566754,0.527,35000,0.38,43900,0.42,10010,0.52,706562,0.812
2020-10-05,1682379,0.294,1092193,0.465,88700,0.28,62900,0.22,19971,0.685,783540,0.867
2020-10-06,1762320,0.308,1133242,0.491,87700,0.28,65100,0.22,21475,0.706,802900,0.914
2020-10-07,1774408,0.363,1124542,0.613,87100,0.28,64300,0.22,23027,0.823,814866,1
2020-10-08,1801918,0.298,1128062,0.475,88000,0.28,65600,0.23,21964,0.698,845788,0.87
2020-10-09,1811779,0.309,1114870,0.489,78700,0.25,72400,0.25,21274,0.713,896404,0.869
2020-10-10,1171657,0.359,770914,0.559,44500,0.39,77300,0.51,12627,0.722,823775,0.876
2020-10-11,849518,0.319,564046,0.523,34600,0.38,45700,0.43,9470,0.512,692669,0.774
2020-10-12,1286892,0.302,770512,0.471,76800,0.24,59300,0.2,15722,0.826,685982,0.804
2020-10-13,1718853,0.292,1067179,0.454,76600,0.24,62700,0.22,20909,0.69,765671,0.837
2020-10-14,1842638,0.315,1161893,0.529,89200,0.28,66700,0.23,23169,0.745,824529,0.907
2020-10-15,1857822,0.305,1154164,0.498,90300,0.29,67700,0.23,22834,0.728,866245,0.893
2020-10-16,1674686,0.279,986166,0.432,83800,0.27,64900,0.22,20776,0.69,820106,0.797
2020-10-17,1211061,0.36,780003,0.564,43800,0.39,70500,0.46,11831,0.67,794520,0.833
2020-10-18,897886,0.369,585376,0.598,34700,0.38,48700,0.46,9998,0.537,752262,0.902
2020-10-19,1722723,0.304,1104658,0.482,89200,0.28,66000,0.23,20812,0.757,782239,0.895
2020-10-20,1784090,0.307,1127897,0.498,86600,0.28,63500,0.22,21936,0.731,790018,0.903
2020-10-21,1816797,0.3,1147375,0.478,86200,0.27,65200,0.22,22959,0.701,806738,0.854
2020-10-22,1829135,0.299,1146065,0.481,88700,0.28,67000,0.23,22391,0.697,845064,0.858
2020-10-23,1846268,0.312,1128035,0.492,89900,0.29,71100,0.24,21766,0.722,881995,0.876
2020-10-24,1185612,0.355,780710,0.558,43600,0.38,72200,0.47,12916,0.724,805454,0.846
2020-10-25,885001,0.402,576930,0.662,33700,0.37,45000,0.43,10074,0.588,725809,0.934
2020-10-26,1694080,0.294,1058119,0.456,86700,0.28,64800,0.22,20817,0.72,760604,0.832
2020-10-27,1818884,0.304,1138746,0.49,87400,0.28,64400,0.22,21870,0.703,789371,0.864
2020-10-28,1823028,0.303,1109591,0.47,86700,0.28,64000,0.22,23258,0.725,801966,0.866
2020-10-29,1708611,0.296,974119,0.448,81800,0.26,60300,0.21,20925,0.721,776467,0.876
2020-10-30,1771288,0.297,1004498,0.444,84300,0.27,65900,0.23,21243,0.702,824680,0.832
2020-10-31,1174079,0.35,724129,0.522,41500,0.37,63600,0.42,12816,0.703,743811,0.803
2020-11-01,786678,0.273,510667,0.515,29500,0.31,35500,0.34,10180,0.602,660915,0.851
2020-11-02,1751443,0.301,1064298,0.46,87200,0.27,59400,0.21,21127,0.701,772129,0.84
2020-11-03,1606096,0.29,1017551,0.484,82100,0.25,58100,0.2,20416,0.67,720562,0.808
2020-11-04,1693937,0.281,1083036,0.455,81600,0.25,56400,0.2,22174,0.666,754704,0.806
2020-11-05,1797589,0.298,1125820,0.481,87000,0.26,59900,0.21,22937,0.711,818991,0.858
2020-11-06,1840860,0.314,1114000,0.51,89500,0.27,65000,0.23,22659,0.765,858167,0.875
2020-11-07,1246356,0.385,749502,0.573,46400,0.4,66300,0.44,13409,0.756,790712,0.865
2020-11-08,928516,0.369,584868,0.556,38500,0.41,44000,0.42,10474,0.54,726041,0.846
2020-11-09,1756175,0.302,1099361,0.501,91700,0.28,62400,0.22,21444,0.679,773217,0.91
2020-11-10,1840750,0.316,1146090,0.522,91500,0.28,63000,0.22,23138,0.717,800965,0.902
2020-11-11,1617862,0.337,968853,0.534,83300,0.25,21200,0.2,20263,0.917,713640,0.778
2020-11-12,1780212,0.3,1058761,0.462,86200,0.26,58200,0.2,22059,0.674,779141,0.812
2020-11-13,1820025,0.31,1061880,0.476,86300,0.26,61000,0.21,22054,0.704,821059,0.829
2020-11-14,1215491,0.376,755714,0.574,41400,0.36,58000,0.38,12928,0.74,735029,0.814
2020-11-15,821555,0.337,524515,0.519,30900,0.33,32900,0.32,9763,0.515,596389,0.727
2020-11-16,1745282,0.311,1051458,0.484,89500,0.27,61400,0.21,21851,0.735,757988,0.859
2020-11-17,1792431,0.304,1094353,0.471,87000,0.26,58600,0.2,22524,0.69,764725,0.841
2020-11-18,1791183,0.302,1072627,0.461,84100,0.26,57700,0.2,23390,0.698,776422,0.837
2020-11-19,1761064,0.293,1058467,0.454,84700,0.26,57800,0.2,21780,0.672,800461,0.833
2020-11-20,1803896,0.311,1073124,0.49,87400,0.27,60400,0.21,22945,0.754,843069,0.862
2020-11-21,1157976,0.363,750818,0.553,39200,0.34,51200,0.34,13193,0.776,742369,0.828
2020-11-22,818055,0.363,543514,0.583,31000,0.33,31900,0.31,10694,0.59,598349,0.792
2020-11-23,1649748,0.288,1002977,0.441,87700,0.27,59500,0.21,21297,0.712,755375,0.834
2020-11-24,1739107,0.298,1064087,0.462,89800,0.27,61100,0.21,22814,0.716,821450,0.823
2020-11-25,1691393,0.32,1032401,0.482,93400,0.28,67200,0.23,21450,0.779,853222,0.864
2020-11-26,653123,0.308,443386,0.543,72600,0.22,10700,0.1,12151,0.568,564193,0.625
2020-11-27,1265519,0.363,812188,0.573,77300,0.24,12300,0.12,12395,0.83,671214,0.836
2020-11-28,1034026,0.371,684962,0.559,37800,0.33,45600,0.3,10808,0.757,649087,0.719
2020-11-29,827800,0.407,545820,0.666,32600,0.35,34400,0.33,9360,0.623,631799,0.869
2020-11-30,1462166,0.277,819615,0.418,80000,0.24,54200,0.19,19751,0.753,652664,0.854
2020-12-01,1709780,0.293,1051162,0.471,73600,0.23,50200,0.18,21693,0.717,752069,0.839
2020-12-02,1703245,0.285,1018368,0.445,73600,0.23,50500,0.18,22712,0.673,746840,0.802
2020-12-03,1739370,0.287,1056963,0.463,75100,0.24,52000,0.19,22941,0.698,767310,0.795
