date,state,value
2020-06-07,Subways,14.6
2020-06-07,Buses,49
2020-06-07,LIRR,17
2020-06-07,Metro North,17
2020-06-07,Access A Ride,25.900000000000002
2020-06-07,Bridges And Tunnels,60.4
2020-06-06,Subways,14.2
2020-06-06,Buses,46
2020-06-06,LIRR,15
2020-06-06,Metro North,15
2020-06-06,Access A Ride,36.9
2020-06-06,Bridges And Tunnels,56.99999999999999
2020-06-05,Subways,12.4
2020-06-05,Buses,35
2020-06-05,LIRR,10
2020-06-05,Metro North,9
2020-06-05,Access A Ride,40.5
2020-06-05,Bridges And Tunnels,62.4
2020-06-04,Subways,12.7
2020-06-04,Buses,37
2020-06-04,LIRR,9
2020-06-04,Metro North,9
2020-06-04,Access A Ride,40.2
2020-06-04,Bridges And Tunnels,64.8
2020-06-03,Subways,11.899999999999999
2020-06-03,Buses,32
2020-06-03,LIRR,10
2020-06-03,Metro North,8
2020-06-03,Access A Ride,38.7
2020-06-03,Bridges And Tunnels,60.3
2020-06-02,Subways,12.6
2020-06-02,Buses,34
2020-06-02,LIRR,10
2020-06-02,Metro North,8
2020-06-02,Access A Ride,37.8
2020-06-02,Bridges And Tunnels,60.9
2020-06-01,Subways,12.4
2020-06-01,Buses,34
2020-06-01,LIRR,10
2020-06-01,Metro North,8
2020-06-01,Access A Ride,37.8
2020-06-01,Bridges And Tunnels,62.2
2020-05-31,Subways,13.600000000000001
2020-05-31,Buses,43
2020-05-31,LIRR,14.000000000000002
2020-05-31,Metro North,14.000000000000002
2020-05-31,Access A Ride,23.3
2020-05-31,Bridges And Tunnels,55.300000000000004
2020-05-30,Subways,13.5
2020-05-30,Buses,44
2020-05-30,LIRR,13
2020-05-30,Metro North,13
2020-05-30,Access A Ride,35.4
2020-05-30,Bridges And Tunnels,55.60000000000001
2020-05-29,Subways,11.4
2020-05-29,Buses,33
2020-05-29,LIRR,8
2020-05-29,Metro North,7.000000000000001
2020-05-29,Access A Ride,36.5
2020-05-29,Bridges And Tunnels,56.99999999999999
2020-05-28,Subways,11.5
2020-05-28,Buses,32
2020-05-28,LIRR,8
2020-05-28,Metro North,7.000000000000001
2020-05-28,Access A Ride,35
2020-05-28,Bridges And Tunnels,59.9
2020-05-27,Subways,11.899999999999999
2020-05-27,Buses,33
2020-05-27,LIRR,8
2020-05-27,Metro North,7.000000000000001
2020-05-27,Access A Ride,37.7
2020-05-27,Bridges And Tunnels,63.4
2020-05-26,Subways,12.1
2020-05-26,Buses,33
2020-05-26,LIRR,8
2020-05-26,Metro North,8
2020-05-26,Access A Ride,34.9
2020-05-26,Bridges And Tunnels,63.4
2020-05-25,Subways,15.1
2020-05-25,Buses,46
2020-05-25,LIRR,6
2020-05-25,Metro North,7.000000000000001
2020-05-25,Access A Ride,50.3
2020-05-25,Bridges And Tunnels,56.49999999999999
2020-05-24,Subways,12.6
2020-05-24,Buses,43
2020-05-24,LIRR,12
2020-05-24,Metro North,14.000000000000002
2020-05-24,Access A Ride,22.3
2020-05-24,Bridges And Tunnels,52.6
2020-05-23,Subways,11.200000000000001
2020-05-23,Buses,35
2020-05-23,LIRR,9
2020-05-23,Metro North,9
2020-05-23,Access A Ride,35
2020-05-23,Bridges And Tunnels,43.6
2020-05-22,Subways,11.700000000000001
2020-05-22,Buses,31
2020-05-22,LIRR,7.000000000000001
2020-05-22,Metro North,7.000000000000001
2020-05-22,Access A Ride,35.199999999999996
2020-05-22,Bridges And Tunnels,59.599999999999994
2020-05-21,Subways,11.1
2020-05-21,Buses,30
2020-05-21,LIRR,7.000000000000001
2020-05-21,Metro North,7.000000000000001
2020-05-21,Access A Ride,32.7
2020-05-21,Bridges And Tunnels,57.8
2020-05-20,Subways,10.6
2020-05-20,Buses,28.000000000000004
2020-05-20,LIRR,7.000000000000001
2020-05-20,Metro North,6
2020-05-20,Access A Ride,32.7
2020-05-20,Bridges And Tunnels,54.7
2020-05-19,Subways,10.4
2020-05-19,Buses,28.000000000000004
2020-05-19,LIRR,7.000000000000001
2020-05-19,Metro North,7.000000000000001
2020-05-19,Access A Ride,30.9
2020-05-19,Bridges And Tunnels,54.1
2020-05-18,Subways,10.7
2020-05-18,Buses,28.000000000000004
2020-05-18,LIRR,7.000000000000001
2020-05-18,Metro North,7.000000000000001
2020-05-18,Access A Ride,32.5
2020-05-18,Bridges And Tunnels,52.300000000000004
2020-05-17,Subways,11
2020-05-17,Buses,37
2020-05-17,LIRR,9
2020-05-17,Metro North,3
2020-05-17,Access A Ride,19.1
2020-05-17,Bridges And Tunnels,41.3
2020-05-16,Subways,10.6
2020-05-16,Buses,37
2020-05-16,LIRR,9
2020-05-16,Metro North,12
2020-05-16,Access A Ride,33.7
2020-05-16,Bridges And Tunnels,47.9
2020-05-15,Subways,10.299999999999999
2020-05-15,Buses,30
2020-05-15,LIRR,6
2020-05-15,Metro North,16
2020-05-15,Access A Ride,33.1
2020-05-15,Bridges And Tunnels,53.400000000000006
2020-05-14,Subways,9.6
2020-05-14,Buses,26
2020-05-14,LIRR,6
2020-05-14,Metro North,6
2020-05-14,Access A Ride,29.4
2020-05-14,Bridges And Tunnels,51
2020-05-13,Subways,9.6
2020-05-13,Buses,26
2020-05-13,LIRR,6
2020-05-13,Metro North,6
2020-05-13,Access A Ride,29.5
2020-05-13,Bridges And Tunnels,52.1
2020-05-12,Subways,9.6
2020-05-12,Buses,26
2020-05-12,LIRR,6
2020-05-12,Metro North,6
2020-05-12,Access A Ride,27.900000000000002
2020-05-12,Bridges And Tunnels,52.1
2020-05-11,Subways,9.6
2020-05-11,Buses,26
2020-05-11,LIRR,6
2020-05-11,Metro North,6
2020-05-11,Access A Ride,28.999999999999996
2020-05-11,Bridges And Tunnels,50.6
2020-05-10,Subways,13.100000000000001
2020-05-10,Buses,46
2020-05-10,LIRR,8
2020-05-10,Metro North,9
2020-05-10,Access A Ride,20.200000000000003
2020-05-10,Bridges And Tunnels,48.8
2020-05-09,Subways,9.9
2020-05-09,Buses,32
2020-05-09,LIRR,6
2020-05-09,Metro North,7.000000000000001
2020-05-09,Access A Ride,27.800000000000004
2020-05-09,Bridges And Tunnels,37.4
2020-05-08,Subways,9.3
2020-05-08,Buses,25
2020-05-08,LIRR,5
2020-05-08,Metro North,5
2020-05-08,Access A Ride,30.4
2020-05-08,Bridges And Tunnels,47.4
2020-05-07,Subways,9.1
2020-05-07,Buses,26
2020-05-07,LIRR,5
2020-05-07,Metro North,6
2020-05-07,Access A Ride,27.6
2020-05-07,Bridges And Tunnels,49.5
2020-05-06,Subways,8.7
2020-05-06,Buses,22
2020-05-06,LIRR,5
2020-05-06,Metro North,5
2020-05-06,Access A Ride,27.700000000000003
2020-05-06,Bridges And Tunnels,46.2
2020-05-05,Subways,9
2020-05-05,Buses,25
2020-05-05,LIRR,4
2020-05-05,Metro North,5
2020-05-05,Access A Ride,27.3
2020-05-05,Bridges And Tunnels,49.4
2020-05-04,Subways,9.1
2020-05-04,Buses,25
2020-05-04,LIRR,3
2020-05-04,Metro North,6
2020-05-04,Access A Ride,29.299999999999997
2020-05-04,Bridges And Tunnels,48.199999999999996
2020-05-03,Subways,11.1
2020-05-03,Buses,45
2020-05-03,LIRR,3
2020-05-03,Metro North,7.000000000000001
2020-05-03,Access A Ride,18.6
2020-05-03,Bridges And Tunnels,44.3
2020-05-02,Subways,10.100000000000001
2020-05-02,Buses,34
2020-05-02,LIRR,3
2020-05-02,Metro North,7.000000000000001
2020-05-02,Access A Ride,31.2
2020-05-02,Bridges And Tunnels,43
2020-05-01,Subways,8.6
2020-05-01,Buses,25
2020-05-01,LIRR,2
2020-05-01,Metro North,4
2020-05-01,Access A Ride,28.999999999999996
2020-05-01,Bridges And Tunnels,44.1
2020-04-30,Subways,7.9
2020-04-30,Buses,21
2020-04-30,LIRR,3
2020-04-30,Metro North,5
2020-04-30,Access A Ride,24.5
2020-04-30,Bridges And Tunnels,41.199999999999996
2020-04-29,Subways,8.200000000000001
2020-04-29,Buses,22
2020-04-29,LIRR,3
2020-04-29,Metro North,5
2020-04-29,Access A Ride,25.5
2020-04-29,Bridges And Tunnels,43.1
2020-04-28,Subways,8.5
2020-04-28,Buses,24
2020-04-28,LIRR,3
2020-04-28,Metro North,5
2020-04-28,Access A Ride,25.5
2020-04-28,Bridges And Tunnels,47
2020-04-27,Subways,8.3
2020-04-27,Buses,23
2020-04-27,LIRR,3
2020-04-27,Metro North,5
2020-04-27,Access A Ride,25.4
2020-04-27,Bridges And Tunnels,42.4
2020-04-26,Subways,9.1
2020-04-26,Buses,30
2020-04-26,LIRR,2
2020-04-26,Metro North,5
2020-04-26,Access A Ride,14.299999999999999
2020-04-26,Bridges And Tunnels,27.6
2020-04-25,Subways,9.1
2020-04-25,Buses,32
2020-04-25,LIRR,3
2020-04-25,Metro North,6
2020-04-25,Access A Ride,28.799999999999997
2020-04-25,Bridges And Tunnels,38
2020-04-24,Subways,8.799999999999999
2020-04-24,Buses,27
2020-04-24,LIRR,3
2020-04-24,Metro North,5
2020-04-24,Access A Ride,27.700000000000003
2020-04-24,Bridges And Tunnels,42.9
2020-04-23,Subways,8.3
2020-04-23,Buses,25
2020-04-23,LIRR,3
2020-04-23,Metro North,5
2020-04-23,Access A Ride,24.9
2020-04-23,Bridges And Tunnels,41.099999999999994
2020-04-22,Subways,8.5
2020-04-22,Buses,26
2020-04-22,LIRR,3
2020-04-22,Metro North,5
2020-04-22,Access A Ride,25.6
2020-04-22,Bridges And Tunnels,42.3
2020-04-21,Subways,7.8
2020-04-21,Buses,22
2020-04-21,LIRR,3
2020-04-21,Metro North,5
2020-04-21,Access A Ride,23.9
2020-04-21,Bridges And Tunnels,38.2
2020-04-20,Subways,8.9
2020-04-20,Buses,27
2020-04-20,LIRR,3
2020-04-20,Metro North,5
2020-04-20,Access A Ride,29.5
2020-04-20,Bridges And Tunnels,40.400000000000006
2020-04-19,Subways,9.6
2020-04-19,Buses,32
2020-04-19,LIRR,2
2020-04-19,Metro North,6
2020-04-19,Access A Ride,14.2
2020-04-19,Bridges And Tunnels,31.4
2020-04-18,Subways,9
2020-04-18,Buses,28.999999999999996
2020-04-18,LIRR,2
2020-04-18,Metro North,5
2020-04-18,Access A Ride,28.4
2020-04-18,Bridges And Tunnels,30.2
2020-04-17,Subways,9.1
2020-04-17,Buses,27
2020-04-17,LIRR,3
2020-04-17,Metro North,5
2020-04-17,Access A Ride,28.799999999999997
2020-04-17,Bridges And Tunnels,39.2
2020-04-16,Subways,7.1
2020-04-16,Buses,20
2020-04-16,LIRR,3
2020-04-16,Metro North,5
2020-04-16,Access A Ride,22.2
2020-04-16,Bridges And Tunnels,34.599999999999994
2020-04-15,Subways,7.000000000000001
2020-04-15,Buses,19
2020-04-15,LIRR,3
2020-04-15,Metro North,5
2020-04-15,Access A Ride,22
2020-04-15,Bridges And Tunnels,35.099999999999994
2020-04-14,Subways,7.3
2020-04-14,Buses,20
2020-04-14,LIRR,3
2020-04-14,Metro North,5
2020-04-14,Access A Ride,21.9
2020-04-14,Bridges And Tunnels,37.6
2020-04-13,Subways,6.5
2020-04-13,Buses,16
2020-04-13,LIRR,3
2020-04-13,Metro North,5
2020-04-13,Access A Ride,22.2
2020-04-13,Bridges And Tunnels,31.3
2020-04-12,Subways,8
2020-04-12,Buses,28.000000000000004
2020-04-12,LIRR,2
2020-04-12,Metro North,5
2020-04-12,Access A Ride,13.600000000000001
2020-04-12,Bridges And Tunnels,25.6
2020-04-11,Subways,7.8
2020-04-11,Buses,27
2020-04-11,LIRR,2
2020-04-11,Metro North,5
2020-04-11,Access A Ride,24
2020-04-11,Bridges And Tunnels,26.900000000000002
2020-04-10,Subways,7.000000000000001
2020-04-10,Buses,19
2020-04-10,LIRR,3
2020-04-10,Metro North,5
2020-04-10,Access A Ride,18.5
2020-04-10,Bridges And Tunnels,31.4
2020-04-09,Subways,7.000000000000001
2020-04-09,Buses,17
2020-04-09,LIRR,3
2020-04-09,Metro North,4
2020-04-09,Access A Ride,19.900000000000002
2020-04-09,Bridges And Tunnels,31.2
2020-04-08,Subways,7.3
2020-04-08,Buses,18
2020-04-08,LIRR,3
2020-04-08,Metro North,5
2020-04-08,Access A Ride,21.7
2020-04-08,Bridges And Tunnels,34.2
2020-04-07,Subways,7.6
2020-04-07,Buses,19
2020-04-07,LIRR,3
2020-04-07,Metro North,5
2020-04-07,Access A Ride,23.3
2020-04-07,Bridges And Tunnels,36.7
2020-04-06,Subways,8
2020-04-06,Buses,20
2020-04-06,LIRR,3
2020-04-06,Metro North,5
2020-04-06,Access A Ride,25
2020-04-06,Bridges And Tunnels,36.9
2020-04-05,Subways,9.1
2020-04-05,Buses,30
2020-04-05,LIRR,3
2020-04-05,Metro North,5
2020-04-05,Access A Ride,14.399999999999999
2020-04-05,Bridges And Tunnels,23.400000000000002
2020-04-04,Subways,8.6
2020-04-04,Buses,27
2020-04-04,LIRR,3
2020-04-04,Metro North,5
2020-04-04,Access A Ride,24.5
2020-04-04,Bridges And Tunnels,26
2020-04-03,Subways,8.5
2020-04-03,Buses,22
2020-04-03,LIRR,3
2020-04-03,Metro North,5
2020-04-03,Access A Ride,27.3
2020-04-03,Bridges And Tunnels,34.9
2020-04-02,Subways,8.200000000000001
2020-04-02,Buses,20
2020-04-02,LIRR,3
2020-04-02,Metro North,5
2020-04-02,Access A Ride,22.5
2020-04-02,Bridges And Tunnels,34.8
2020-04-01,Subways,8.7
2020-04-01,Buses,21
2020-04-01,LIRR,3
2020-04-01,Metro North,5
2020-04-01,Access A Ride,25.2
2020-04-01,Bridges And Tunnels,36.7
2020-03-31,Subways,8.799999999999999
2020-03-31,Buses,22
2020-03-31,LIRR,NA
2020-03-31,Metro North,NA
2020-03-31,Access A Ride,25.7
2020-03-31,Bridges And Tunnels,37.3
2020-03-30,Subways,9.8
2020-03-30,Buses,25
2020-03-30,LIRR,NA
2020-03-30,Metro North,NA
2020-03-30,Access A Ride,28.299999999999997
2020-03-30,Bridges And Tunnels,38.4
2020-03-29,Subways,11.700000000000001
2020-03-29,Buses,31
2020-03-29,LIRR,NA
2020-03-29,Metro North,NA
2020-03-29,Access A Ride,19.400000000000002
2020-03-29,Bridges And Tunnels,24.2
2020-03-28,Subways,10.2
2020-03-28,Buses,28.999999999999996
2020-03-28,LIRR,NA
2020-03-28,Metro North,NA
2020-03-28,Access A Ride,26
2020-03-28,Bridges And Tunnels,25.900000000000002
2020-03-27,Subways,11.799999999999999
2020-03-27,Buses,28.999999999999996
2020-03-27,LIRR,NA
2020-03-27,Metro North,NA
2020-03-27,Access A Ride,29.4
2020-03-27,Bridges And Tunnels,40.2
2020-03-26,Subways,11.799999999999999
2020-03-26,Buses,28.000000000000004
2020-03-26,LIRR,NA
2020-03-26,Metro North,NA
2020-03-26,Access A Ride,28.799999999999997
2020-03-26,Bridges And Tunnels,40.300000000000004
2020-03-25,Subways,12.1
2020-03-25,Buses,27
2020-03-25,LIRR,NA
2020-03-25,Metro North,NA
2020-03-25,Access A Ride,30.2
2020-03-25,Bridges And Tunnels,40.6
2020-03-24,Subways,13.100000000000001
2020-03-24,Buses,28.000000000000004
2020-03-24,LIRR,NA
2020-03-24,Metro North,NA
2020-03-24,Access A Ride,30.099999999999998
2020-03-24,Bridges And Tunnels,43.7
2020-03-23,Subways,13.100000000000001
2020-03-23,Buses,26
2020-03-23,LIRR,NA
2020-03-23,Metro North,NA
2020-03-23,Access A Ride,34.8
2020-03-23,Bridges And Tunnels,40.699999999999996
2020-03-22,Subways,16.900000000000002
2020-03-22,Buses,35
2020-03-22,LIRR,NA
2020-03-22,Metro North,NA
2020-03-22,Access A Ride,26.1
2020-03-22,Bridges And Tunnels,31.8
2020-03-21,Subways,20.5
2020-03-21,Buses,43
2020-03-21,LIRR,NA
2020-03-21,Metro North,NA
2020-03-21,Access A Ride,39.2
2020-03-21,Bridges And Tunnels,43.3
2020-03-20,Subways,23.9
2020-03-20,Buses,41
2020-03-20,LIRR,NA
2020-03-20,Metro North,NA
2020-03-20,Access A Ride,45.300000000000004
2020-03-20,Bridges And Tunnels,58.4
2020-03-19,Subways,25.6
2020-03-19,Buses,43
2020-03-19,LIRR,NA
2020-03-19,Metro North,NA
2020-03-19,Access A Ride,48.3
2020-03-19,Bridges And Tunnels,62
2020-03-18,Subways,28.599999999999998
2020-03-18,Buses,45
2020-03-18,LIRR,NA
2020-03-18,Metro North,NA
2020-03-18,Access A Ride,50
2020-03-18,Bridges And Tunnels,68.8
2020-03-17,Subways,31.8
2020-03-17,Buses,47
2020-03-17,LIRR,NA
2020-03-17,Metro North,NA
2020-03-17,Access A Ride,59.4
2020-03-17,Bridges And Tunnels,71.6
2020-03-16,Subways,40.5
2020-03-16,Buses,55.00000000000001
2020-03-16,LIRR,NA
2020-03-16,Metro North,NA
2020-03-16,Access A Ride,75.6
2020-03-16,Bridges And Tunnels,79.4
2020-03-15,Subways,47.599999999999994
2020-03-15,Buses,69
2020-03-15,LIRR,NA
2020-03-15,Metro North,NA
2020-03-15,Access A Ride,68.30000000000001
2020-03-15,Bridges And Tunnels,63.6
2020-03-14,Subways,52.5
2020-03-14,Buses,73
2020-03-14,LIRR,NA
2020-03-14,Metro North,NA
2020-03-14,Access A Ride,79.10000000000001
2020-03-14,Bridges And Tunnels,69.8
2020-03-13,Subways,62
2020-03-13,Buses,77
2020-03-13,LIRR,NA
2020-03-13,Metro North,NA
2020-03-13,Access A Ride,91.8
2020-03-13,Bridges And Tunnels,86.2
2020-03-12,Subways,71.6
2020-03-12,Buses,82
2020-03-12,LIRR,NA
2020-03-12,Metro North,NA
2020-03-12,Access A Ride,98.5
2020-03-12,Bridges And Tunnels,91.3
2020-03-11,Subways,81.5
2020-03-11,Buses,90
2020-03-11,LIRR,NA
2020-03-11,Metro North,NA
2020-03-11,Access A Ride,100.6
2020-03-11,Bridges And Tunnels,93.30000000000001
2020-03-10,Subways,84.89999999999999
2020-03-10,Buses,91
2020-03-10,LIRR,NA
2020-03-10,Metro North,NA
2020-03-10,Access A Ride,102.1
2020-03-10,Bridges And Tunnels,94.19999999999999
2020-03-09,Subways,89.60000000000001
2020-03-09,Buses,93
2020-03-09,LIRR,NA
2020-03-09,Metro North,NA
2020-03-09,Access A Ride,102.69999999999999
2020-03-09,Bridges And Tunnels,95.3
2020-03-08,Subways,100.4
2020-03-08,Buses,107
2020-03-08,LIRR,NA
2020-03-08,Metro North,NA
2020-03-08,Access A Ride,113.39999999999999
2020-03-08,Bridges And Tunnels,99.4
2020-03-07,Subways,90.4
2020-03-07,Buses,91
2020-03-07,LIRR,NA
2020-03-07,Metro North,NA
2020-03-07,Access A Ride,103.69999999999999
2020-03-07,Bridges And Tunnels,92.4
2020-03-06,Subways,91.60000000000001
2020-03-06,Buses,93
2020-03-06,LIRR,NA
2020-03-06,Metro North,NA
2020-03-06,Access A Ride,106.69999999999999
2020-03-06,Bridges And Tunnels,96
2020-03-05,Subways,95.6
2020-03-05,Buses,99
2020-03-05,LIRR,NA
2020-03-05,Metro North,NA
2020-03-05,Access A Ride,107.1
2020-03-05,Bridges And Tunnels,99.1
2020-03-04,Subways,96.8
2020-03-04,Buses,97
2020-03-04,LIRR,NA
2020-03-04,Metro North,NA
2020-03-04,Access A Ride,108.7
2020-03-04,Bridges And Tunnels,99.9
2020-03-03,Subways,96.1
2020-03-03,Buses,97
2020-03-03,LIRR,NA
2020-03-03,Metro North,NA
2020-03-03,Access A Ride,106.89999999999999
2020-03-03,Bridges And Tunnels,98.3
2020-03-02,Subways,123.9
2020-03-02,Buses,140
2020-03-02,LIRR,NA
2020-03-02,Metro North,NA
2020-03-02,Access A Ride,128.2
2020-03-02,Bridges And Tunnels,127.49999999999999
2020-03-01,Subways,98.7
2020-03-01,Buses,101
2020-03-01,LIRR,NA
2020-03-01,Metro North,NA
2020-03-01,Access A Ride,118.8
2020-03-01,Bridges And Tunnels,107.80000000000001
